id,age,sex,race,class,degree,region,happy,relig,partyid,childs,marital,vetyears,srcbelt,born,polhitok_bin,contv_bin,conmedic_bin,helpblk_bin,pornlaw_bin
344,59.0,1,1,1.0,3.0,3,2.0,4.0,0.0,0.0,5.0,0.0,3,1.0,0,1,1,0,0
345,51.0,2,1,3.0,3.0,3,2.0,4.0,3.0,0.0,5.0,0.0,3,1.0,0,1,1,0,1
346,37.0,1,1,2.0,4.0,3,2.0,4.0,2.0,0.0,5.0,0.0,3,1.0,0,0,1,0,0
347,50.0,1,1,3.0,4.0,3,2.0,4.0,3.0,3.0,3.0,0.0,3,1.0,0,0,1,1,1
349,53.0,1,1,2.0,1.0,3,2.0,1.0,3.0,1.0,5.0,0.0,3,1.0,1,1,1,0,0
351,52.0,2,1,2.0,1.0,3,1.0,2.0,0.0,5.0,1.0,0.0,3,1.0,0,1,0,0,0
353,46.0,2,1,3.0,1.0,3,2.0,2.0,1.0,2.0,1.0,0.0,3,1.0,0,0,1,0,0
355,64.0,2,1,2.0,1.0,3,1.0,4.0,1.0,1.0,1.0,0.0,3,1.0,0,1,0,0,0
356,62.0,2,2,2.0,4.0,5,2.0,1.0,0.0,3.0,1.0,0.0,4,1.0,0,0,1,0,0
357,35.0,2,3,3.0,3.0,5,2.0,1.0,0.0,2.0,1.0,0.0,4,2.0,1,1,0,0,1
358,60.0,1,1,3.0,2.0,5,2.0,4.0,2.0,0.0,5.0,3.0,4,1.0,0,1,1,1,0
359,36.0,2,2,3.0,2.0,5,2.0,4.0,0.0,2.0,4.0,0.0,4,1.0,1,1,1,1,1
361,30.0,1,1,3.0,1.0,5,2.0,4.0,4.0,1.0,1.0,0.0,4,1.0,0,0,1,0,0
362,27.0,1,1,2.0,1.0,5,2.0,1.0,7.0,1.0,5.0,0.0,4,1.0,1,0,0,0,0
364,60.0,2,1,3.0,1.0,5,2.0,2.0,1.0,3.0,1.0,0.0,4,1.0,1,1,1,0,0
366,42.0,2,1,3.0,1.0,5,3.0,4.0,4.0,1.0,3.0,0.0,5,1.0,1,0,1,0,1
368,49.0,1,1,1.0,1.0,5,2.0,4.0,2.0,0.0,1.0,0.0,5,1.0,0,0,1,0,0
370,47.0,1,1,2.0,1.0,5,1.0,4.0,5.0,2.0,1.0,3.0,5,1.0,0,1,0,0,0
371,41.0,2,3,4.0,4.0,5,1.0,9.0,3.0,3.0,1.0,0.0,5,2.0,0,1,0,0,0
372,47.0,2,1,3.0,4.0,5,1.0,2.0,3.0,1.0,1.0,0.0,4,2.0,0,0,1,0,1
373,64.0,1,1,3.0,1.0,5,1.0,1.0,3.0,0.0,1.0,0.0,4,1.0,0,1,0,0,1
375,61.0,2,1,3.0,1.0,5,2.0,,3.0,4.0,1.0,0.0,4,2.0,0,0,0,0,1
376,34.0,2,1,2.0,4.0,5,2.0,1.0,5.0,0.0,1.0,0.0,2,1.0,0,0,1,0,0
377,31.0,1,2,3.0,1.0,5,1.0,4.0,3.0,4.0,5.0,0.0,2,1.0,1,1,1,0,0
379,,1,1,4.0,1.0,5,2.0,3.0,4.0,7.0,1.0,0.0,2,1.0,0,0,1,0,0
380,68.0,2,2,2.0,4.0,5,2.0,1.0,0.0,3.0,1.0,0.0,2,1.0,1,0,1,1,0
381,89.0,1,1,3.0,4.0,5,2.0,3.0,1.0,1.0,1.0,1.0,2,1.0,0,1,0,0,0
382,76.0,2,1,3.0,4.0,5,1.0,3.0,0.0,3.0,1.0,0.0,2,1.0,1,0,0,1,1
384,40.0,2,2,1.0,1.0,5,2.0,1.0,0.0,2.0,5.0,0.0,3,1.0,0,0,1,1,0
385,27.0,2,2,3.0,3.0,5,2.0,11.0,2.0,0.0,5.0,0.0,3,1.0,1,0,1,1,1
387,71.0,2,2,3.0,3.0,5,2.0,1.0,0.0,2.0,1.0,0.0,3,1.0,0,1,1,0,0
388,29.0,2,2,3.0,3.0,5,2.0,1.0,2.0,0.0,5.0,0.0,3,2.0,1,1,0,0,0
389,74.0,2,1,3.0,3.0,5,1.0,4.0,0.0,2.0,1.0,0.0,3,1.0,0,1,0,0,0
390,30.0,2,2,2.0,3.0,5,2.0,4.0,3.0,0.0,5.0,0.0,3,1.0,1,0,0,1,0
391,65.0,2,2,2.0,3.0,5,1.0,1.0,0.0,5.0,2.0,0.0,3,2.0,1,1,1,1,1
392,41.0,2,2,1.0,1.0,5,2.0,9.0,0.0,3.0,1.0,0.0,1,2.0,1,1,0,1,0
393,38.0,1,1,3.0,4.0,5,2.0,4.0,2.0,2.0,1.0,0.0,1,1.0,0,0,1,1,0
394,49.0,1,1,3.0,1.0,5,2.0,6.0,7.0,0.0,4.0,0.0,1,1.0,0,1,1,1,0
395,25.0,1,1,2.0,3.0,5,1.0,2.0,0.0,0.0,5.0,0.0,1,2.0,0,1,1,1,0
397,26.0,2,2,2.0,1.0,5,3.0,1.0,2.0,0.0,5.0,0.0,1,2.0,1,0,1,0,0
399,34.0,2,1,3.0,3.0,5,1.0,1.0,1.0,0.0,1.0,0.0,1,1.0,0,1,0,0,0
401,59.0,1,1,2.0,0.0,5,2.0,2.0,0.0,3.0,1.0,0.0,5,1.0,0,1,1,0,0
402,49.0,2,1,2.0,1.0,5,1.0,1.0,6.0,2.0,1.0,0.0,5,1.0,0,0,0,0,1
403,45.0,2,1,2.0,2.0,5,2.0,1.0,4.0,5.0,1.0,0.0,5,1.0,0,0,1,0,0
404,34.0,1,2,2.0,1.0,5,2.0,,,1.0,5.0,0.0,5,1.0,1,1,1,1,0
406,66.0,2,1,3.0,1.0,5,1.0,2.0,0.0,1.0,1.0,0.0,5,1.0,0,0,1,1,0
407,53.0,2,1,2.0,1.0,5,3.0,2.0,5.0,3.0,1.0,0.0,5,1.0,1,0,1,0,1
408,59.0,2,3,3.0,4.0,5,1.0,4.0,0.0,0.0,3.0,0.0,1,2.0,0,1,0,1,0
411,68.0,1,1,,4.0,5,2.0,4.0,1.0,0.0,5.0,2.0,1,1.0,0,0,0,1,0
412,37.0,1,1,3.0,3.0,5,2.0,1.0,4.0,2.0,1.0,0.0,3,1.0,0,1,0,0,0
413,37.0,1,1,3.0,1.0,5,2.0,1.0,4.0,1.0,1.0,0.0,3,1.0,0,1,0,0,0
416,25.0,1,2,3.0,1.0,5,2.0,1.0,5.0,2.0,1.0,0.0,3,1.0,0,0,0,0,1
418,63.0,2,2,2.0,0.0,5,1.0,1.0,0.0,3.0,1.0,0.0,3,1.0,1,0,1,1,1
419,26.0,1,2,1.0,1.0,5,2.0,1.0,3.0,0.0,5.0,0.0,3,1.0,0,0,1,0,0
421,21.0,1,1,2.0,1.0,5,2.0,1.0,2.0,0.0,5.0,0.0,3,1.0,0,1,1,0,1
423,27.0,2,1,2.0,1.0,5,2.0,9.0,0.0,2.0,1.0,0.0,3,2.0,1,1,1,0,1
424,53.0,2,1,4.0,4.0,5,1.0,4.0,0.0,2.0,1.0,0.0,3,1.0,0,0,1,1,0
425,70.0,2,1,4.0,4.0,5,2.0,4.0,1.0,2.0,2.0,0.0,3,2.0,0,1,0,1,0
426,53.0,2,1,3.0,3.0,5,2.0,5.0,7.0,1.0,1.0,0.0,3,1.0,0,0,0,0,0
429,27.0,1,2,2.0,1.0,5,2.0,9.0,2.0,0.0,5.0,0.0,3,1.0,1,0,0,0,0
431,26.0,2,3,2.0,0.0,5,2.0,2.0,2.0,0.0,5.0,0.0,3,1.0,0,0,1,0,0
432,24.0,2,1,1.0,1.0,5,2.0,2.0,3.0,1.0,5.0,0.0,3,1.0,1,1,0,0,0
433,25.0,2,3,2.0,1.0,5,3.0,1.0,1.0,3.0,5.0,0.0,3,2.0,0,0,1,0,0
434,44.0,1,3,2.0,0.0,5,1.0,2.0,1.0,1.0,1.0,0.0,3,2.0,1,1,1,0,0
435,29.0,1,1,2.0,1.0,5,2.0,4.0,5.0,0.0,5.0,0.0,6,1.0,1,0,0,0,0
436,57.0,2,1,3.0,3.0,5,2.0,1.0,4.0,0.0,5.0,0.0,6,1.0,0,0,0,0,0
439,48.0,2,2,4.0,0.0,1,1.0,4.0,4.0,3.0,5.0,0.0,1,1.0,0,1,0,0,0
441,29.0,2,1,3.0,3.0,1,1.0,1.0,1.0,0.0,5.0,0.0,1,1.0,0,1,1,1,0
442,48.0,1,1,3.0,4.0,1,2.0,1.0,2.0,0.0,3.0,0.0,1,1.0,0,1,0,0,0
443,30.0,1,1,3.0,3.0,1,1.0,4.0,1.0,0.0,5.0,0.0,1,1.0,0,0,0,1,0
444,56.0,1,1,2.0,1.0,1,2.0,1.0,2.0,2.0,1.0,2.0,5,1.0,0,1,0,0,0
446,,2,3,2.0,1.0,1,1.0,2.0,3.0,0.0,1.0,0.0,5,1.0,0,0,1,0,1
448,43.0,1,1,2.0,1.0,1,1.0,2.0,3.0,3.0,1.0,0.0,5,1.0,0,0,1,0,0
450,19.0,2,1,3.0,1.0,1,2.0,2.0,2.0,0.0,5.0,0.0,5,1.0,0,0,0,1,0
452,67.0,1,1,3.0,1.0,1,2.0,4.0,2.0,3.0,1.0,2.0,5,1.0,1,1,0,0,0
453,37.0,2,1,2.0,1.0,1,2.0,2.0,3.0,0.0,5.0,0.0,5,1.0,0,1,0,0,0
454,40.0,1,1,3.0,1.0,1,3.0,4.0,0.0,0.0,5.0,0.0,3,1.0,0,1,1,1,0
456,63.0,2,1,1.0,1.0,1,3.0,11.0,1.0,0.0,5.0,0.0,3,1.0,0,0,1,1,1
458,37.0,2,1,3.0,3.0,1,1.0,1.0,5.0,2.0,1.0,0.0,3,1.0,0,1,0,0,0
459,48.0,2,1,3.0,3.0,1,2.0,2.0,5.0,2.0,3.0,0.0,3,1.0,0,0,0,0,0
461,58.0,2,1,3.0,4.0,1,2.0,1.0,0.0,1.0,1.0,0.0,3,1.0,1,1,0,1,0
462,64.0,2,1,3.0,4.0,1,2.0,1.0,3.0,1.0,3.0,0.0,3,1.0,0,1,0,1,0
463,37.0,2,1,3.0,4.0,1,2.0,4.0,0.0,0.0,5.0,0.0,3,1.0,0,1,0,1,0
464,66.0,1,1,3.0,3.0,1,2.0,1.0,2.0,1.0,1.0,0.0,3,2.0,0,0,1,1,0
465,31.0,1,1,3.0,3.0,1,1.0,2.0,6.0,0.0,5.0,0.0,3,1.0,0,1,0,0,1
466,64.0,1,1,3.0,3.0,1,1.0,4.0,4.0,2.0,1.0,0.0,3,1.0,0,1,1,0,1
468,59.0,2,1,3.0,4.0,1,2.0,4.0,0.0,2.0,1.0,0.0,3,2.0,0,0,0,1,0
469,29.0,2,1,2.0,3.0,1,2.0,2.0,2.0,0.0,1.0,0.0,3,1.0,0,0,1,0,1
471,59.0,2,1,3.0,4.0,1,2.0,2.0,2.0,4.0,1.0,0.0,3,1.0,0,0,1,1,0
472,71.0,1,1,4.0,3.0,1,2.0,3.0,0.0,2.0,1.0,0.0,3,1.0,0,0,1,1,0
473,36.0,1,1,2.0,4.0,1,3.0,1.0,5.0,1.0,1.0,0.0,3,1.0,0,1,1,0,1
475,28.0,1,1,2.0,4.0,1,1.0,4.0,1.0,0.0,1.0,0.0,1,2.0,0,0,0,0,0
476,76.0,2,2,3.0,1.0,1,2.0,1.0,2.0,4.0,4.0,0.0,1,1.0,1,1,1,0,0
478,24.0,1,1,2.0,3.0,1,2.0,4.0,1.0,0.0,5.0,0.0,1,1.0,1,1,0,1,0
480,34.0,2,3,3.0,4.0,1,2.0,1.0,0.0,0.0,3.0,0.0,1,1.0,1,0,1,1,1
482,27.0,1,1,3.0,3.0,1,2.0,4.0,2.0,0.0,5.0,0.0,1,1.0,0,0,1,1,0
483,26.0,2,1,2.0,3.0,1,1.0,1.0,4.0,0.0,5.0,0.0,1,1.0,0,1,0,0,1
485,61.0,2,1,2.0,2.0,1,2.0,2.0,4.0,0.0,1.0,0.0,5,1.0,0,1,1,0,0
486,44.0,2,1,3.0,4.0,1,2.0,2.0,4.0,3.0,1.0,0.0,5,1.0,0,0,1,0,1
487,84.0,1,1,2.0,2.0,1,3.0,4.0,4.0,2.0,1.0,2.0,5,1.0,0,0,1,0,1
489,37.0,1,1,2.0,1.0,1,2.0,4.0,2.0,1.0,1.0,0.0,5,1.0,1,1,1,0,0
490,82.0,2,1,3.0,2.0,1,2.0,2.0,4.0,2.0,2.0,0.0,5,1.0,0,0,1,0,1
491,29.0,1,3,2.0,1.0,1,1.0,4.0,2.0,1.0,5.0,0.0,4,2.0,0,1,0,0,0
492,72.0,2,1,2.0,1.0,1,3.0,2.0,0.0,2.0,1.0,0.0,4,2.0,0,0,0,0,0
493,37.0,1,3,1.0,0.0,1,3.0,2.0,5.0,1.0,5.0,0.0,4,2.0,1,1,0,0,1
494,32.0,1,3,2.0,4.0,1,3.0,4.0,2.0,0.0,5.0,0.0,4,2.0,0,0,1,0,0
495,23.0,2,3,3.0,1.0,1,1.0,2.0,3.0,1.0,1.0,0.0,4,2.0,1,1,0,1,1
498,42.0,2,1,2.0,1.0,1,2.0,4.0,1.0,3.0,3.0,0.0,4,1.0,1,1,0,0,0
499,58.0,2,1,2.0,1.0,1,1.0,2.0,3.0,2.0,1.0,0.0,4,1.0,0,1,0,1,0
500,33.0,2,1,1.0,1.0,1,2.0,2.0,0.0,3.0,3.0,0.0,4,1.0,1,0,1,1,0
502,22.0,1,1,3.0,2.0,1,3.0,3.0,2.0,0.0,5.0,0.0,4,1.0,0,0,0,1,0
503,24.0,2,1,1.0,1.0,1,2.0,4.0,4.0,1.0,5.0,0.0,4,1.0,0,1,1,0,0
504,32.0,2,2,1.0,1.0,1,2.0,1.0,4.0,0.0,5.0,0.0,4,1.0,0,0,1,0,0
506,19.0,1,1,3.0,0.0,1,1.0,2.0,4.0,0.0,5.0,0.0,5,1.0,1,1,1,0,0
507,54.0,2,1,3.0,3.0,1,2.0,2.0,2.0,1.0,1.0,0.0,5,1.0,0,0,1,0,0
508,21.0,2,1,3.0,1.0,1,3.0,4.0,0.0,0.0,5.0,0.0,5,1.0,1,1,0,1,0
510,42.0,2,1,2.0,3.0,1,2.0,2.0,0.0,2.0,3.0,0.0,5,1.0,0,1,1,1,0
511,65.0,2,1,3.0,1.0,1,3.0,2.0,2.0,2.0,1.0,0.0,5,1.0,0,1,1,0,0
513,59.0,2,1,2.0,2.0,1,1.0,1.0,2.0,2.0,1.0,0.0,5,1.0,1,1,1,0,0
515,51.0,1,1,3.0,1.0,1,2.0,2.0,2.0,0.0,5.0,0.0,5,1.0,1,1,0,0,0
516,69.0,1,1,3.0,1.0,1,2.0,1.0,2.0,2.0,1.0,0.0,4,1.0,0,1,0,1,0
518,24.0,1,1,2.0,1.0,1,3.0,1.0,3.0,0.0,5.0,1.0,4,1.0,0,0,1,0,0
520,34.0,2,1,2.0,1.0,1,3.0,4.0,2.0,3.0,5.0,0.0,4,1.0,0,1,0,0,0
525,85.0,1,1,4.0,4.0,9,2.0,4.0,0.0,4.0,1.0,1.0,3,2.0,0,0,1,0,0
526,45.0,2,1,4.0,4.0,9,1.0,6.0,0.0,1.0,3.0,0.0,3,1.0,1,0,1,1,1
528,33.0,1,1,3.0,3.0,9,2.0,4.0,2.0,0.0,1.0,0.0,3,1.0,0,1,0,1,0
531,78.0,2,1,3.0,3.0,9,1.0,4.0,0.0,2.0,2.0,0.0,3,2.0,1,1,1,1,0
532,69.0,1,1,4.0,4.0,9,1.0,4.0,1.0,0.0,1.0,0.0,3,2.0,0,0,0,1,0
533,62.0,2,1,3.0,2.0,9,2.0,3.0,5.0,1.0,1.0,0.0,3,1.0,1,0,1,0,0
534,74.0,2,1,3.0,3.0,9,2.0,2.0,3.0,0.0,5.0,0.0,3,1.0,1,1,1,0,0
535,76.0,1,3,1.0,3.0,9,3.0,1.0,1.0,8.0,4.0,0.0,3,2.0,1,1,0,0,0
537,47.0,1,2,2.0,0.0,9,2.0,2.0,1.0,3.0,1.0,0.0,3,1.0,0,0,1,0,0
538,31.0,2,1,1.0,1.0,9,2.0,1.0,1.0,5.0,1.0,0.0,3,1.0,0,0,1,0,1
540,28.0,1,3,2.0,0.0,9,2.0,2.0,5.0,0.0,5.0,0.0,3,2.0,1,1,0,1,0
541,47.0,1,2,2.0,1.0,9,2.0,2.0,1.0,0.0,5.0,0.0,3,1.0,1,1,0,1,0
542,58.0,2,1,3.0,3.0,9,2.0,4.0,0.0,2.0,1.0,0.0,3,1.0,0,0,1,0,0
543,32.0,1,2,3.0,1.0,9,2.0,2.0,0.0,3.0,1.0,0.0,3,1.0,0,0,0,0,0
544,47.0,2,1,3.0,4.0,9,2.0,5.0,2.0,1.0,5.0,0.0,3,1.0,1,1,1,1,0
545,27.0,2,2,3.0,4.0,9,3.0,1.0,2.0,0.0,5.0,0.0,3,1.0,0,0,0,0,0
546,57.0,2,1,1.0,3.0,9,2.0,2.0,1.0,2.0,2.0,0.0,3,1.0,1,1,1,1,1
547,32.0,2,2,2.0,1.0,9,2.0,1.0,1.0,3.0,5.0,0.0,3,1.0,1,0,1,1,0
549,81.0,2,1,2.0,0.0,9,3.0,2.0,2.0,2.0,4.0,0.0,3,2.0,1,1,1,1,1
550,19.0,2,3,2.0,1.0,9,3.0,4.0,2.0,0.0,5.0,0.0,3,1.0,0,1,1,1,0
551,44.0,2,3,2.0,1.0,9,3.0,2.0,7.0,3.0,3.0,0.0,3,2.0,1,0,1,0,0
552,41.0,1,1,1.0,0.0,9,3.0,4.0,1.0,2.0,5.0,0.0,3,1.0,1,1,0,0,0
553,67.0,1,2,1.0,1.0,9,3.0,1.0,1.0,2.0,1.0,0.0,3,1.0,1,1,1,1,1
554,36.0,1,2,2.0,2.0,9,2.0,4.0,7.0,0.0,5.0,0.0,2,1.0,0,0,0,1,1
555,33.0,1,3,3.0,4.0,9,2.0,7.0,1.0,0.0,5.0,0.0,2,2.0,0,1,0,0,0
559,60.0,2,1,3.0,4.0,9,2.0,4.0,1.0,0.0,1.0,0.0,5,1.0,0,0,1,0,0
560,89.0,2,1,3.0,0.0,9,2.0,1.0,1.0,2.0,2.0,0.0,5,1.0,0,0,0,0,1
561,45.0,2,3,2.0,0.0,9,2.0,2.0,5.0,4.0,1.0,0.0,5,2.0,1,1,0,0,0
562,70.0,2,1,3.0,4.0,9,3.0,2.0,0.0,2.0,2.0,0.0,5,1.0,0,1,1,1,0
564,37.0,2,1,3.0,1.0,7,3.0,1.0,2.0,4.0,5.0,0.0,1,1.0,0,1,0,1,1
565,39.0,2,1,3.0,3.0,7,1.0,1.0,6.0,2.0,1.0,0.0,1,1.0,0,0,0,0,0
567,55.0,2,2,2.0,1.0,7,1.0,1.0,1.0,2.0,4.0,0.0,1,1.0,1,0,0,1,0
569,58.0,1,1,2.0,1.0,7,2.0,4.0,6.0,0.0,3.0,0.0,1,1.0,0,0,1,0,0
570,64.0,2,1,2.0,0.0,7,2.0,1.0,3.0,4.0,1.0,0.0,3,1.0,0,1,1,0,0
571,32.0,1,1,2.0,3.0,7,3.0,1.0,3.0,0.0,3.0,0.0,3,1.0,0,0,1,0,0
574,40.0,2,2,1.0,1.0,7,3.0,1.0,3.0,3.0,4.0,0.0,3,1.0,0,0,1,1,1
575,38.0,1,1,2.0,1.0,7,3.0,2.0,0.0,2.0,4.0,0.0,3,1.0,0,1,0,1,0
576,63.0,2,1,2.0,3.0,7,2.0,1.0,6.0,2.0,1.0,0.0,3,1.0,0,0,0,0,1
577,49.0,2,3,3.0,4.0,7,2.0,13.0,6.0,1.0,1.0,0.0,1,2.0,1,1,1,0,0
578,74.0,2,1,2.0,1.0,7,3.0,1.0,5.0,3.0,2.0,0.0,1,1.0,0,1,0,0,1
579,66.0,2,2,4.0,1.0,7,1.0,1.0,0.0,6.0,2.0,0.0,1,1.0,0,1,0,1,1
581,42.0,1,1,3.0,1.0,7,2.0,1.0,6.0,0.0,1.0,2.0,1,1.0,0,0,1,0,1
582,66.0,1,1,2.0,0.0,7,2.0,1.0,4.0,2.0,2.0,0.0,1,1.0,1,0,0,0,0
584,51.0,1,2,3.0,1.0,7,3.0,1.0,1.0,6.0,3.0,0.0,1,1.0,1,1,1,1,0
585,20.0,2,1,3.0,1.0,7,2.0,5.0,2.0,0.0,5.0,0.0,1,1.0,0,1,1,1,1
586,54.0,2,1,3.0,0.0,7,2.0,1.0,2.0,0.0,5.0,0.0,1,1.0,0,1,0,0,0
587,55.0,1,2,2.0,1.0,7,2.0,1.0,0.0,1.0,5.0,3.0,1,1.0,0,0,0,1,1
588,58.0,1,2,2.0,1.0,7,3.0,1.0,5.0,2.0,5.0,0.0,1,1.0,0,0,1,0,0
592,33.0,2,1,3.0,2.0,7,2.0,11.0,3.0,3.0,1.0,0.0,3,1.0,0,0,0,0,0
595,48.0,2,1,2.0,1.0,7,2.0,4.0,5.0,2.0,1.0,0.0,3,1.0,0,1,0,0,0
596,72.0,2,1,3.0,4.0,7,2.0,2.0,5.0,4.0,2.0,0.0,3,1.0,0,1,0,0,1
597,66.0,2,1,4.0,1.0,7,1.0,1.0,5.0,1.0,2.0,0.0,3,1.0,0,0,1,0,0
600,53.0,1,1,3.0,4.0,7,2.0,1.0,6.0,2.0,1.0,0.0,5,1.0,0,0,1,0,1
601,75.0,2,1,2.0,2.0,7,2.0,1.0,5.0,3.0,2.0,0.0,5,1.0,0,0,1,0,1
602,25.0,2,1,2.0,1.0,7,2.0,1.0,4.0,1.0,5.0,0.0,5,1.0,0,0,1,0,0
604,80.0,2,1,2.0,1.0,7,3.0,1.0,0.0,4.0,2.0,0.0,5,1.0,0,1,1,0,1
605,67.0,1,1,3.0,1.0,7,1.0,1.0,6.0,2.0,1.0,0.0,5,1.0,0,0,1,0,0
606,21.0,2,1,2.0,1.0,7,1.0,4.0,3.0,1.0,5.0,0.0,5,1.0,0,1,0,0,0
608,69.0,1,1,3.0,2.0,7,2.0,1.0,2.0,2.0,3.0,2.0,1,2.0,0,0,0,0,0
610,34.0,1,2,3.0,3.0,7,2.0,1.0,2.0,0.0,5.0,0.0,1,1.0,0,1,1,0,0
613,47.0,2,2,2.0,1.0,7,2.0,1.0,1.0,1.0,5.0,0.0,1,1.0,0,1,1,0,0
614,57.0,1,1,3.0,1.0,7,3.0,1.0,1.0,1.0,1.0,0.0,3,1.0,0,1,0,0,0
615,58.0,2,1,3.0,4.0,7,1.0,1.0,3.0,0.0,1.0,0.0,3,1.0,0,1,0,0,1
617,65.0,2,1,2.0,1.0,7,1.0,2.0,1.0,1.0,1.0,0.0,3,1.0,1,1,1,0,1
619,26.0,2,1,2.0,1.0,7,2.0,2.0,5.0,1.0,1.0,0.0,3,1.0,1,1,1,0,1
620,31.0,2,1,2.0,3.0,7,2.0,2.0,2.0,1.0,1.0,0.0,3,1.0,0,0,1,0,0
621,44.0,1,3,2.0,0.0,7,2.0,1.0,3.0,,1.0,,5,2.0,1,0,0,0,0
622,68.0,2,2,1.0,0.0,7,1.0,1.0,0.0,1.0,1.0,0.0,5,1.0,1,1,1,0,1
624,57.0,2,2,2.0,1.0,7,2.0,1.0,0.0,2.0,2.0,0.0,5,1.0,1,1,0,1,0
625,57.0,2,1,2.0,3.0,5,1.0,1.0,1.0,1.0,1.0,0.0,3,1.0,0,0,1,0,0
626,48.0,2,1,3.0,3.0,5,2.0,1.0,3.0,1.0,1.0,0.0,3,1.0,0,1,1,0,1
628,36.0,2,1,2.0,4.0,2,2.0,2.0,1.0,4.0,1.0,0.0,3,1.0,0,0,1,1,1
630,55.0,1,1,3.0,3.0,2,3.0,5.0,3.0,1.0,1.0,0.0,3,1.0,0,1,1,0,0
631,19.0,1,3,3.0,0.0,2,2.0,1.0,6.0,0.0,5.0,0.0,3,1.0,0,1,0,0,0
632,54.0,2,1,3.0,1.0,2,2.0,1.0,3.0,3.0,1.0,0.0,3,1.0,0,1,0,0,0
633,60.0,1,1,3.0,3.0,2,2.0,2.0,1.0,2.0,1.0,0.0,3,1.0,0,1,0,0,0
636,58.0,1,1,3.0,3.0,2,2.0,2.0,6.0,1.0,1.0,0.0,3,1.0,0,0,0,0,0
637,69.0,2,1,2.0,1.0,2,1.0,1.0,6.0,4.0,1.0,0.0,3,1.0,0,1,1,0,1
639,75.0,1,1,3.0,3.0,2,1.0,2.0,3.0,2.0,1.0,2.0,3,1.0,0,0,1,0,0
640,67.0,2,1,3.0,1.0,2,2.0,2.0,4.0,2.0,1.0,0.0,3,1.0,0,1,1,0,1
641,51.0,2,1,3.0,4.0,2,2.0,4.0,3.0,3.0,1.0,0.0,3,1.0,0,1,1,0,1
642,57.0,2,1,3.0,3.0,2,1.0,2.0,1.0,2.0,1.0,0.0,3,1.0,0,0,1,0,0
645,44.0,2,3,3.0,0.0,2,2.0,4.0,3.0,0.0,5.0,0.0,3,1.0,0,0,1,0,0
646,49.0,2,1,1.0,1.0,2,3.0,2.0,1.0,0.0,5.0,0.0,3,1.0,0,1,1,0,0
647,52.0,2,3,3.0,4.0,2,2.0,1.0,1.0,3.0,1.0,0.0,3,2.0,0,1,1,0,0
649,48.0,2,1,3.0,1.0,2,2.0,1.0,5.0,4.0,1.0,0.0,3,1.0,0,0,0,0,1
650,34.0,2,3,3.0,3.0,2,2.0,1.0,4.0,1.0,1.0,0.0,3,1.0,0,0,1,0,0
651,44.0,2,2,2.0,2.0,2,1.0,1.0,3.0,2.0,1.0,0.0,1,1.0,1,0,0,0,1
654,30.0,2,1,3.0,4.0,2,2.0,1.0,4.0,0.0,5.0,0.0,1,1.0,1,0,1,0,0
655,77.0,2,2,2.0,0.0,2,1.0,5.0,0.0,3.0,3.0,0.0,1,1.0,1,1,0,1,1
657,47.0,1,2,2.0,1.0,2,2.0,4.0,1.0,0.0,5.0,0.0,1,1.0,0,0,0,1,0
658,58.0,1,2,3.0,1.0,2,1.0,1.0,6.0,3.0,5.0,0.0,1,1.0,1,1,0,0,0
659,52.0,1,2,3.0,1.0,2,2.0,3.0,7.0,3.0,1.0,0.0,1,1.0,0,0,1,1,0
661,83.0,2,2,3.0,1.0,2,2.0,1.0,0.0,6.0,2.0,0.0,1,1.0,1,1,1,0,1
662,23.0,1,1,2.0,1.0,2,3.0,4.0,2.0,0.0,5.0,0.0,3,1.0,0,1,1,0,0
663,36.0,2,1,3.0,4.0,2,1.0,6.0,2.0,0.0,5.0,0.0,3,1.0,0,1,1,0,0
664,79.0,2,1,3.0,3.0,2,2.0,2.0,1.0,1.0,1.0,0.0,3,1.0,1,1,0,1,1
666,40.0,1,1,2.0,1.0,2,1.0,4.0,5.0,2.0,1.0,0.0,3,1.0,0,0,0,0,0
667,27.0,2,1,3.0,1.0,2,2.0,2.0,3.0,2.0,5.0,0.0,3,1.0,1,1,0,0,0
669,27.0,1,2,2.0,1.0,2,3.0,1.0,1.0,0.0,5.0,0.0,3,1.0,1,1,0,0,0
670,66.0,2,1,2.0,2.0,2,2.0,13.0,2.0,3.0,3.0,0.0,3,1.0,0,0,0,0,1
673,27.0,2,1,2.0,1.0,2,2.0,3.0,0.0,1.0,5.0,0.0,3,1.0,0,1,0,1,0
674,28.0,2,3,2.0,1.0,2,2.0,1.0,3.0,2.0,1.0,0.0,3,2.0,0,1,1,0,0
676,39.0,1,3,3.0,4.0,2,1.0,7.0,1.0,1.0,1.0,0.0,3,2.0,0,1,0,0,1
677,27.0,1,1,3.0,3.0,2,2.0,4.0,2.0,0.0,5.0,0.0,3,1.0,1,1,1,0,0
679,28.0,1,1,1.0,1.0,2,2.0,2.0,4.0,3.0,5.0,0.0,5,1.0,0,0,0,0,0
680,50.0,1,2,3.0,3.0,2,2.0,4.0,2.0,0.0,5.0,0.0,5,1.0,0,0,0,0,0
681,30.0,1,2,2.0,1.0,2,1.0,1.0,1.0,4.0,1.0,0.0,5,1.0,0,0,1,1,0
682,68.0,2,1,1.0,1.0,2,2.0,1.0,5.0,1.0,3.0,0.0,5,1.0,1,1,0,0,1
