id,age,sex,race,class,degree,region,happy,relig,partyid,childs,marital,vetyears,srcbelt,born,gunlaw_bin,racopen_bin,getahead_bin,colcom_bin,libmslm_bin
373,69.0,2,1,3.0,3,5,1.0,2.0,6.0,2.0,1.0,0.0,4,1,1,1,0,1,1
374,65.0,1,1,3.0,1,5,2.0,1.0,0.0,3.0,1.0,1.0,4,1,1,0,0,0,0
375,52.0,1,1,3.0,1,5,1.0,10.0,6.0,0.0,1.0,0.0,4,1,1,0,1,0,1
377,60.0,1,1,3.0,1,5,3.0,4.0,2.0,3.0,1.0,0.0,4,1,1,1,0,1,1
380,36.0,2,1,3.0,4,5,1.0,1.0,5.0,1.0,1.0,0.0,2,1,1,1,0,1,0
381,23.0,1,2,3.0,1,5,2.0,1.0,0.0,0.0,5.0,0.0,2,1,1,1,0,0,0
382,19.0,1,1,2.0,0,5,2.0,3.0,2.0,0.0,5.0,0.0,2,1,1,0,0,0,0
383,57.0,1,1,3.0,4,5,3.0,3.0,5.0,4.0,1.0,0.0,2,2,1,1,0,0,0
386,33.0,1,3,2.0,1,5,2.0,1.0,3.0,2.0,1.0,0.0,3,2,0,1,1,0,0
387,38.0,2,2,1.0,2,5,2.0,2.0,1.0,1.0,5.0,0.0,3,2,1,1,0,0,0
389,23.0,1,1,1.0,1,5,3.0,4.0,1.0,0.0,5.0,0.0,3,1,0,1,1,0,1
392,55.0,1,2,3.0,1,5,1.0,4.0,0.0,3.0,3.0,0.0,3,1,0,1,0,0,0
393,22.0,2,2,3.0,2,5,2.0,1.0,1.0,0.0,5.0,2.0,1,1,1,1,0,0,1
397,55.0,2,2,3.0,1,5,2.0,1.0,0.0,4.0,4.0,0.0,1,1,1,1,0,1,1
399,65.0,2,1,2.0,1,5,2.0,2.0,3.0,0.0,3.0,0.0,5,1,0,1,0,0,0
400,64.0,2,1,3.0,3,5,1.0,2.0,1.0,0.0,5.0,0.0,5,1,1,1,0,1,0
401,41.0,2,1,2.0,1,5,3.0,1.0,0.0,3.0,1.0,0.0,5,1,0,1,0,0,1
402,58.0,1,1,2.0,1,5,2.0,1.0,4.0,3.0,3.0,0.0,5,1,0,0,1,1,0
403,52.0,2,1,3.0,1,5,2.0,2.0,2.0,4.0,1.0,0.0,5,1,1,1,0,1,1
405,70.0,1,1,4.0,3,5,1.0,4.0,0.0,2.0,1.0,0.0,1,1,0,1,0,1,1
407,31.0,2,1,3.0,3,5,1.0,1.0,7.0,1.0,1.0,0.0,1,1,1,1,1,1,0
411,35.0,1,1,3.0,4,5,2.0,2.0,2.0,1.0,1.0,0.0,1,2,1,0,1,0,1
412,72.0,2,1,2.0,1,5,2.0,1.0,0.0,3.0,5.0,2.0,3,1,1,1,1,1,0
413,77.0,2,1,3.0,1,5,2.0,2.0,6.0,6.0,2.0,1.0,3,1,0,1,1,1,1
417,37.0,2,2,2.0,3,5,3.0,1.0,1.0,3.0,1.0,0.0,3,1,1,1,0,1,1
418,35.0,2,1,3.0,3,5,1.0,1.0,1.0,0.0,1.0,0.0,3,2,1,1,0,1,1
419,62.0,2,2,3.0,1,5,2.0,1.0,0.0,1.0,2.0,0.0,3,1,1,1,0,1,1
421,70.0,1,1,2.0,3,5,2.0,1.0,6.0,2.0,1.0,2.0,3,1,1,1,0,0,1
424,57.0,2,3,3.0,4,5,2.0,4.0,1.0,1.0,1.0,0.0,3,2,1,1,1,0,0
425,55.0,1,1,3.0,4,5,3.0,4.0,6.0,0.0,5.0,0.0,3,1,0,1,0,1,1
426,39.0,1,2,2.0,1,5,1.0,11.0,4.0,0.0,1.0,0.0,3,1,1,0,1,1,1
427,52.0,1,2,2.0,3,5,1.0,11.0,2.0,7.0,1.0,0.0,3,2,1,0,1,1,1
429,42.0,1,1,3.0,0,5,2.0,1.0,1.0,2.0,4.0,0.0,3,2,1,1,1,1,0
430,25.0,1,2,2.0,3,5,2.0,2.0,1.0,0.0,5.0,0.0,3,2,1,1,1,1,1
431,42.0,2,2,,1,5,1.0,1.0,3.0,0.0,5.0,0.0,3,2,1,1,1,1,1
432,46.0,2,2,2.0,0,5,3.0,1.0,4.0,3.0,1.0,0.0,3,2,0,1,0,0,0
433,89.0,2,1,3.0,1,5,2.0,1.0,1.0,3.0,2.0,0.0,3,1,1,1,0,0,0
434,18.0,2,2,3.0,0,5,1.0,1.0,2.0,0.0,5.0,0.0,6,1,0,1,0,1,1
435,41.0,1,1,3.0,1,5,1.0,5.0,4.0,0.0,1.0,0.0,6,1,0,0,0,1,1
436,56.0,1,1,3.0,4,5,1.0,1.0,5.0,0.0,1.0,0.0,6,1,1,1,1,1,1
437,45.0,1,1,3.0,1,5,1.0,1.0,5.0,1.0,1.0,0.0,6,1,1,1,0,0,0
438,25.0,2,1,3.0,3,1,1.0,4.0,1.0,0.0,5.0,0.0,1,1,1,1,1,1,0
439,24.0,1,1,3.0,3,1,1.0,4.0,0.0,0.0,5.0,0.0,1,1,1,1,0,1,0
440,25.0,2,3,2.0,4,1,2.0,7.0,2.0,0.0,5.0,0.0,1,2,1,0,0,1,1
442,36.0,1,1,3.0,4,1,1.0,4.0,1.0,0.0,1.0,0.0,1,1,1,0,1,1,1
443,65.0,1,1,2.0,1,1,2.0,6.0,2.0,0.0,5.0,1.0,1,1,1,1,0,1,1
444,44.0,1,1,2.0,4,1,1.0,2.0,4.0,0.0,5.0,0.0,5,1,1,1,0,1,0
446,59.0,1,1,4.0,4,1,2.0,1.0,0.0,2.0,1.0,0.0,3,1,1,1,0,1,0
447,65.0,1,1,4.0,3,1,1.0,6.0,1.0,2.0,1.0,0.0,3,1,1,1,1,1,1
448,41.0,2,1,3.0,3,1,1.0,4.0,1.0,4.0,1.0,0.0,3,1,1,1,0,1,1
451,66.0,1,1,3.0,3,1,2.0,4.0,0.0,0.0,5.0,0.0,3,1,1,1,0,1,1
453,31.0,1,2,2.0,4,1,2.0,2.0,2.0,0.0,1.0,0.0,1,2,1,0,0,1,0
454,32.0,1,1,3.0,4,1,2.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,1
455,28.0,1,1,3.0,3,1,2.0,4.0,2.0,0.0,1.0,0.0,3,1,1,1,1,1,1
456,29.0,2,2,3.0,1,1,1.0,1.0,0.0,1.0,3.0,0.0,1,1,1,1,0,1,1
457,71.0,1,1,4.0,4,1,1.0,1.0,5.0,1.0,1.0,0.0,5,1,1,0,0,1,1
458,44.0,2,1,3.0,3,1,1.0,1.0,3.0,0.0,1.0,0.0,5,1,1,1,0,1,1
459,31.0,1,1,1.0,1,1,2.0,2.0,3.0,1.0,5.0,0.0,5,1,0,0,0,1,1
460,65.0,1,1,1.0,1,1,2.0,2.0,1.0,0.0,1.0,0.0,5,1,1,1,0,1,0
461,72.0,1,1,3.0,3,1,2.0,2.0,5.0,2.0,1.0,0.0,5,1,1,1,0,1,0
462,45.0,2,1,3.0,4,1,2.0,2.0,4.0,2.0,1.0,0.0,5,1,1,0,0,1,0
464,23.0,1,1,2.0,0,1,2.0,1.0,2.0,0.0,5.0,0.0,4,1,1,1,0,1,1
465,55.0,1,2,2.0,1,1,2.0,2.0,1.0,2.0,3.0,0.0,4,1,1,1,1,1,0
466,74.0,2,1,2.0,1,1,3.0,1.0,0.0,5.0,2.0,0.0,4,2,1,1,0,0,0
467,60.0,1,3,2.0,1,1,2.0,2.0,0.0,0.0,1.0,0.0,4,2,1,1,1,0,0
468,38.0,1,1,3.0,0,1,2.0,2.0,0.0,0.0,5.0,0.0,4,1,1,1,0,1,0
470,55.0,2,1,2.0,2,1,2.0,6.0,3.0,0.0,3.0,3.0,4,1,0,0,1,1,1
471,28.0,1,1,2.0,3,1,1.0,2.0,2.0,0.0,5.0,0.0,4,1,1,1,1,1,1
472,75.0,1,1,3.0,0,1,3.0,2.0,1.0,4.0,1.0,2.0,4,1,1,0,1,0,0
474,24.0,2,1,2.0,1,1,2.0,2.0,2.0,0.0,5.0,0.0,4,1,1,1,0,1,1
475,53.0,2,1,2.0,2,1,2.0,2.0,1.0,1.0,3.0,0.0,4,1,0,1,0,0,0
476,40.0,2,1,2.0,2,1,2.0,1.0,4.0,1.0,3.0,0.0,4,1,0,1,1,1,0
477,55.0,2,1,3.0,3,1,2.0,2.0,3.0,2.0,1.0,0.0,4,1,1,1,0,1,0
478,70.0,1,1,3.0,1,1,1.0,2.0,3.0,3.0,1.0,0.0,5,1,1,1,1,1,1
480,63.0,1,1,2.0,1,1,2.0,1.0,1.0,4.0,1.0,2.0,5,1,1,1,0,0,0
481,69.0,2,1,3.0,3,1,2.0,2.0,4.0,2.0,1.0,0.0,5,1,1,0,0,1,1
482,38.0,1,1,3.0,3,1,1.0,2.0,2.0,2.0,1.0,0.0,5,1,1,1,0,1,1
483,63.0,1,1,2.0,3,1,3.0,11.0,3.0,0.0,5.0,0.0,4,1,0,1,0,1,1
484,43.0,1,1,1.0,4,1,3.0,1.0,5.0,0.0,,0.0,4,1,1,1,1,1,1
485,31.0,1,1,2.0,0,1,2.0,4.0,3.0,3.0,5.0,0.0,4,1,0,0,1,1,0
488,54.0,2,1,3.0,4,1,1.0,2.0,2.0,2.0,1.0,0.0,4,1,1,1,0,1,0
489,38.0,1,1,3.0,4,9,1.0,3.0,2.0,2.0,1.0,0.0,3,2,1,0,1,1,1
490,47.0,2,1,4.0,4,9,2.0,4.0,1.0,2.0,1.0,0.0,3,1,1,1,1,1,1
491,54.0,2,3,2.0,3,9,2.0,4.0,1.0,0.0,1.0,0.0,3,2,1,1,1,1,1
492,25.0,1,1,3.0,3,9,1.0,11.0,0.0,0.0,5.0,0.0,3,1,1,1,0,1,1
494,54.0,2,1,4.0,4,9,2.0,4.0,0.0,2.0,1.0,0.0,3,1,1,1,0,1,1
495,57.0,2,1,3.0,4,9,2.0,1.0,1.0,0.0,1.0,0.0,3,1,1,1,0,1,1
497,66.0,1,1,3.0,1,9,3.0,2.0,0.0,2.0,5.0,0.0,1,1,1,1,0,1,1
498,69.0,1,1,3.0,0,9,1.0,10.0,0.0,3.0,1.0,0.0,1,2,1,1,0,0,0
499,50.0,2,3,3.0,4,9,2.0,4.0,3.0,2.0,1.0,0.0,1,2,1,0,0,1,1
500,65.0,2,3,2.0,1,9,1.0,1.0,3.0,2.0,1.0,0.0,1,2,1,1,1,0,0
501,74.0,1,1,3.0,4,9,1.0,4.0,0.0,4.0,1.0,0.0,3,1,1,0,1,1,1
502,68.0,1,1,4.0,3,9,1.0,6.0,5.0,2.0,1.0,2.0,3,1,1,1,0,1,1
503,65.0,1,1,3.0,4,9,3.0,1.0,4.0,1.0,3.0,0.0,3,1,0,1,1,0,1
504,54.0,1,1,3.0,3,9,2.0,4.0,2.0,2.0,1.0,0.0,3,1,1,1,0,1,1
507,40.0,2,3,3.0,4,9,2.0,4.0,4.0,2.0,1.0,0.0,3,2,1,1,0,1,0
508,71.0,1,3,4.0,3,9,2.0,6.0,4.0,3.0,3.0,1.0,3,2,1,1,1,0,1
510,58.0,2,3,3.0,1,9,1.0,2.0,0.0,2.0,3.0,0.0,3,2,1,1,0,1,0
511,37.0,2,2,2.0,1,9,2.0,4.0,3.0,2.0,3.0,0.0,3,1,1,0,0,1,0
512,51.0,2,2,2.0,1,9,1.0,1.0,2.0,2.0,3.0,0.0,3,1,1,1,0,1,1
513,60.0,2,3,2.0,2,9,2.0,2.0,0.0,5.0,3.0,3.0,3,2,1,1,1,0,1
514,34.0,2,2,2.0,1,9,3.0,11.0,0.0,1.0,5.0,0.0,3,1,1,1,0,0,1
516,69.0,2,1,3.0,3,9,3.0,1.0,7.0,0.0,5.0,0.0,1,1,1,1,0,1,1
517,68.0,2,2,2.0,1,9,1.0,1.0,0.0,2.0,1.0,0.0,1,1,1,1,1,0,0
518,32.0,1,2,2.0,1,9,2.0,1.0,2.0,3.0,1.0,0.0,1,1,1,1,0,1,1
519,74.0,2,1,3.0,1,9,2.0,2.0,6.0,0.0,1.0,0.0,1,1,1,1,0,0,0
522,37.0,2,2,2.0,2,9,2.0,4.0,1.0,1.0,5.0,0.0,1,1,1,1,1,1,1
523,50.0,1,1,3.0,1,9,1.0,4.0,1.0,1.0,1.0,0.0,3,1,1,1,1,1,0
524,63.0,1,1,3.0,1,9,2.0,4.0,0.0,0.0,1.0,2.0,3,1,1,1,0,1,1
526,50.0,1,1,2.0,0,9,1.0,4.0,7.0,2.0,1.0,0.0,3,1,0,1,0,0,0
528,21.0,1,3,2.0,1,9,2.0,2.0,0.0,0.0,5.0,0.0,3,1,1,1,0,1,0
530,40.0,1,3,3.0,1,9,2.0,5.0,0.0,0.0,1.0,0.0,2,2,1,1,0,0,0
531,28.0,1,1,3.0,3,9,2.0,4.0,0.0,0.0,5.0,0.0,2,1,1,1,0,1,1
534,41.0,2,1,1.0,0,9,3.0,2.0,3.0,5.0,5.0,0.0,2,2,1,0,0,1,1
535,29.0,1,3,3.0,4,9,2.0,5.0,4.0,0.0,1.0,0.0,2,2,1,0,1,1,1
536,22.0,1,1,2.0,0,9,2.0,2.0,2.0,0.0,5.0,0.0,2,1,1,1,1,1,1
537,33.0,2,3,2.0,1,9,2.0,11.0,4.0,1.0,1.0,0.0,2,1,1,0,0,1,0
538,42.0,2,1,3.0,3,9,2.0,2.0,1.0,1.0,5.0,0.0,2,1,1,1,0,1,0
539,29.0,1,1,3.0,3,9,2.0,4.0,1.0,0.0,5.0,0.0,2,1,1,1,1,1,1
541,44.0,1,1,4.0,4,9,1.0,2.0,2.0,3.0,1.0,0.0,4,1,0,1,1,1,1
542,61.0,1,1,2.0,1,9,2.0,11.0,1.0,2.0,1.0,2.0,4,2,1,1,0,1,0
544,30.0,2,1,2.0,3,9,1.0,4.0,3.0,0.0,1.0,0.0,4,1,1,1,0,0,0
547,37.0,2,1,,3,9,2.0,4.0,3.0,3.0,1.0,0.0,5,2,1,1,1,0,1
548,70.0,1,1,3.0,4,9,2.0,4.0,1.0,2.0,1.0,0.0,5,1,1,1,0,1,1
549,64.0,2,1,3.0,3,9,2.0,2.0,6.0,3.0,3.0,0.0,5,1,1,0,1,1,1
550,76.0,2,1,3.0,4,9,2.0,4.0,0.0,1.0,3.0,0.0,5,1,1,1,1,1,1
552,50.0,1,1,3.0,3,9,2.0,4.0,1.0,2.0,3.0,0.0,5,1,1,0,0,1,1
553,38.0,2,3,2.0,3,7,2.0,2.0,4.0,3.0,1.0,0.0,1,2,1,1,0,1,0
554,77.0,2,3,3.0,3,7,3.0,5.0,1.0,0.0,1.0,0.0,1,2,1,1,1,1,1
555,49.0,2,3,2.0,1,7,1.0,7.0,3.0,2.0,1.0,0.0,1,2,1,1,1,0,0
557,49.0,2,1,3.0,1,7,1.0,1.0,6.0,0.0,1.0,1.0,1,1,1,1,1,0,0
558,64.0,2,1,2.0,1,7,1.0,1.0,3.0,0.0,1.0,0.0,3,1,0,1,0,0,0
559,36.0,1,3,2.0,1,7,2.0,4.0,,3.0,1.0,0.0,3,1,1,1,0,0,0
560,49.0,2,1,2.0,3,7,2.0,1.0,3.0,2.0,1.0,0.0,3,1,1,1,0,1,1
562,68.0,2,1,3.0,1,7,1.0,1.0,4.0,2.0,1.0,0.0,3,1,1,1,0,1,0
564,53.0,1,1,2.0,1,7,2.0,1.0,5.0,2.0,1.0,0.0,3,1,1,1,0,1,1
567,30.0,2,1,3.0,3,7,2.0,1.0,5.0,1.0,1.0,0.0,1,1,1,1,0,0,0
568,44.0,2,1,4.0,3,7,2.0,1.0,6.0,3.0,1.0,0.0,1,1,0,1,0,1,0
569,56.0,1,2,4.0,1,7,1.0,1.0,7.0,5.0,3.0,0.0,1,1,0,1,0,0,0
570,31.0,2,2,4.0,0,7,2.0,1.0,3.0,4.0,4.0,0.0,1,1,0,1,0,1,0
571,65.0,2,2,2.0,1,7,1.0,4.0,3.0,4.0,3.0,0.0,1,1,1,0,1,0,0
573,55.0,2,2,2.0,1,7,2.0,4.0,3.0,2.0,5.0,0.0,1,1,0,1,1,1,0
574,54.0,1,3,2.0,1,7,2.0,1.0,6.0,3.0,1.0,0.0,1,1,1,1,1,0,1
576,53.0,2,2,3.0,3,7,2.0,1.0,0.0,2.0,3.0,0.0,1,1,1,1,1,0,0
581,72.0,2,1,3.0,4,7,1.0,1.0,2.0,3.0,1.0,0.0,3,1,1,1,0,1,0
582,70.0,1,1,3.0,1,7,2.0,4.0,2.0,1.0,5.0,0.0,5,1,0,1,1,1,1
584,54.0,2,1,2.0,3,7,2.0,1.0,4.0,0.0,1.0,0.0,5,1,0,0,0,1,1
585,70.0,2,1,2.0,1,7,2.0,1.0,6.0,3.0,1.0,0.0,5,1,0,1,0,1,1
586,47.0,1,2,3.0,1,7,2.0,1.0,0.0,3.0,3.0,0.0,1,1,1,1,1,1,0
587,47.0,1,1,3.0,3,7,1.0,1.0,5.0,2.0,1.0,0.0,1,1,1,1,0,1,1
588,33.0,1,1,3.0,2,7,1.0,4.0,2.0,5.0,1.0,0.0,1,1,1,0,0,1,1
589,47.0,1,2,1.0,1,7,1.0,4.0,2.0,2.0,1.0,0.0,1,1,1,0,0,0,0
590,40.0,2,1,2.0,3,7,2.0,1.0,1.0,2.0,5.0,0.0,1,1,1,1,0,1,1
591,42.0,2,2,2.0,1,7,2.0,1.0,1.0,4.0,3.0,0.0,1,1,1,1,0,0,0
592,56.0,2,1,3.0,4,7,1.0,1.0,6.0,1.0,1.0,0.0,1,1,0,0,0,1,1
593,66.0,1,1,3.0,1,7,2.0,1.0,6.0,3.0,1.0,0.0,3,1,1,1,0,0,0
596,18.0,2,1,3.0,1,7,2.0,1.0,4.0,0.0,5.0,0.0,3,1,1,1,0,1,0
597,58.0,2,1,2.0,1,7,3.0,4.0,3.0,2.0,1.0,0.0,5,1,0,1,0,0,0
598,76.0,2,1,2.0,2,7,2.0,1.0,3.0,8.0,2.0,0.0,5,1,1,1,1,1,1
599,66.0,1,2,3.0,3,7,2.0,2.0,0.0,2.0,3.0,2.0,5,1,0,1,0,0,0
600,62.0,2,1,2.0,2,7,1.0,1.0,6.0,1.0,1.0,0.0,5,1,1,0,0,1,0
603,83.0,2,1,3.0,4,5,1.0,4.0,0.0,2.0,1.0,0.0,3,1,1,0,1,1,1
604,66.0,1,1,2.0,3,5,2.0,4.0,1.0,0.0,2.0,0.0,3,1,1,1,1,1,1
606,61.0,2,1,3.0,1,5,2.0,3.0,5.0,3.0,1.0,0.0,3,2,1,0,0,1,1
611,57.0,1,1,3.0,3,2,2.0,2.0,4.0,3.0,1.0,0.0,3,1,0,1,0,1,1
612,58.0,1,1,3.0,1,2,2.0,2.0,4.0,2.0,1.0,0.0,3,1,0,0,1,0,0
615,29.0,1,3,3.0,3,2,2.0,2.0,1.0,0.0,1.0,0.0,3,2,1,1,0,0,0
616,36.0,1,1,4.0,3,2,1.0,2.0,0.0,2.0,1.0,0.0,3,1,1,1,1,1,0
618,43.0,2,1,3.0,3,2,1.0,2.0,6.0,3.0,1.0,0.0,3,1,1,0,1,1,1
619,26.0,1,1,2.0,1,2,1.0,5.0,4.0,0.0,5.0,2.0,3,1,1,1,0,0,0
621,71.0,2,1,4.0,1,2,2.0,1.0,6.0,2.0,1.0,0.0,3,1,0,1,1,0,1
622,67.0,1,1,3.0,3,2,2.0,1.0,5.0,2.0,1.0,0.0,3,1,0,1,0,1,0
623,31.0,2,3,2.0,3,2,1.0,7.0,3.0,1.0,1.0,0.0,3,2,0,0,0,0,0
624,40.0,1,3,2.0,3,2,3.0,7.0,3.0,1.0,1.0,0.0,3,2,1,1,0,1,0
626,70.0,2,1,2.0,1,2,3.0,2.0,1.0,3.0,2.0,0.0,3,1,0,0,0,1,0
630,62.0,2,1,3.0,2,2,2.0,1.0,5.0,2.0,1.0,0.0,3,1,1,1,0,1,1
631,21.0,2,1,2.0,1,2,2.0,3.0,0.0,0.0,5.0,0.0,1,1,1,0,0,1,1
632,41.0,1,1,3.0,1,2,1.0,1.0,0.0,0.0,5.0,0.0,1,1,0,1,1,1,1
635,76.0,2,2,2.0,0,2,3.0,1.0,0.0,3.0,2.0,0.0,1,1,1,1,0,0,0
636,30.0,1,1,1.0,1,2,2.0,1.0,6.0,0.0,5.0,0.0,1,1,1,1,1,1,0
637,55.0,2,2,1.0,1,2,2.0,1.0,0.0,1.0,3.0,0.0,1,1,1,1,0,1,0
639,26.0,2,2,2.0,2,2,3.0,4.0,2.0,1.0,5.0,0.0,1,1,1,1,1,1,1
640,49.0,2,2,1.0,0,2,2.0,1.0,0.0,2.0,4.0,0.0,1,1,1,0,1,0,0
643,50.0,2,1,2.0,1,2,2.0,2.0,1.0,1.0,5.0,0.0,3,1,1,0,0,0,0
645,76.0,2,1,3.0,1,2,2.0,2.0,6.0,3.0,2.0,0.0,3,1,1,1,1,0,0
646,53.0,1,1,3.0,1,2,2.0,2.0,5.0,1.0,1.0,0.0,3,1,1,0,1,1,0
647,31.0,2,1,1.0,1,2,3.0,2.0,6.0,3.0,1.0,0.0,3,1,1,1,1,0,0
648,37.0,2,2,3.0,3,2,2.0,11.0,2.0,0.0,5.0,0.0,3,1,1,1,0,1,1
649,46.0,2,2,2.0,1,2,1.0,11.0,0.0,4.0,1.0,0.0,3,1,1,1,0,0,0
650,40.0,2,1,3.0,4,2,2.0,6.0,2.0,0.0,5.0,0.0,3,1,1,1,1,1,1
651,25.0,2,2,2.0,1,2,3.0,1.0,1.0,1.0,5.0,0.0,3,1,1,1,1,1,1
654,51.0,1,3,2.0,1,2,1.0,2.0,3.0,3.0,3.0,2.0,5,1,1,1,0,0,0
655,57.0,1,1,2.0,1,2,2.0,11.0,2.0,3.0,1.0,0.0,5,1,0,1,0,1,1
656,79.0,2,2,2.0,2,7,2.0,1.0,2.0,5.0,2.0,0.0,1,1,1,1,0,1,1
658,24.0,2,2,3.0,1,7,2.0,4.0,3.0,3.0,5.0,0.0,1,1,0,0,0,1,0
660,62.0,2,2,2.0,1,7,3.0,1.0,1.0,5.0,2.0,0.0,1,1,1,1,0,0,0
661,64.0,2,2,2.0,3,7,1.0,1.0,3.0,1.0,,0.0,1,1,0,0,1,1,1
662,54.0,1,2,2.0,1,7,2.0,1.0,1.0,1.0,5.0,0.0,5,1,1,0,1,0,0
664,79.0,1,1,2.0,0,7,3.0,1.0,3.0,0.0,2.0,0.0,5,1,1,0,0,0,0
666,27.0,2,2,2.0,1,7,1.0,1.0,1.0,4.0,1.0,0.0,5,1,0,0,0,0,0
667,36.0,1,1,3.0,3,7,1.0,4.0,4.0,1.0,5.0,0.0,3,1,0,1,0,1,1
669,59.0,2,1,3.0,1,7,2.0,2.0,3.0,2.0,3.0,0.0,3,1,1,1,0,0,1
670,63.0,1,1,2.0,1,7,1.0,4.0,4.0,4.0,1.0,3.0,3,1,0,1,0,0,1
671,41.0,1,1,2.0,1,7,2.0,2.0,5.0,1.0,5.0,2.0,3,1,1,0,1,0,0
672,36.0,2,1,3.0,3,7,2.0,4.0,,0.0,5.0,0.0,3,1,1,1,0,1,0
673,36.0,2,2,3.0,4,7,2.0,1.0,0.0,3.0,1.0,0.0,3,1,1,1,0,1,1
674,40.0,1,1,2.0,1,7,2.0,2.0,3.0,2.0,1.0,0.0,1,2,1,1,0,1,1
676,32.0,2,1,1.0,1,7,1.0,2.0,0.0,3.0,4.0,0.0,1,1,1,1,0,1,1
677,47.0,2,1,2.0,1,7,1.0,1.0,3.0,4.0,1.0,0.0,1,2,1,0,0,0,0
681,32.0,2,3,2.0,1,7,1.0,2.0,1.0,4.0,1.0,0.0,1,1,1,1,0,1,0
684,57.0,1,1,2.0,1,7,2.0,4.0,1.0,0.0,3.0,0.0,1,2,1,1,1,1,1
685,60.0,1,1,2.0,1,7,1.0,2.0,3.0,1.0,1.0,0.0,1,2,0,1,0,0,0
687,47.0,2,1,3.0,4,7,2.0,2.0,5.0,3.0,1.0,0.0,1,1,1,1,0,1,1
689,67.0,2,1,3.0,4,7,2.0,1.0,5.0,2.0,3.0,0.0,1,1,1,0,0,0,1
690,65.0,1,1,3.0,4,7,1.0,4.0,1.0,3.0,3.0,0.0,1,1,1,1,1,1,1
691,61.0,2,1,2.0,3,7,2.0,2.0,5.0,2.0,1.0,0.0,1,1,1,1,1,1,1
694,80.0,1,1,2.0,1,7,1.0,1.0,6.0,1.0,1.0,3.0,1,1,1,1,0,0,0
695,26.0,2,1,2.0,1,7,1.0,4.0,3.0,0.0,5.0,0.0,1,1,0,0,0,1,1
696,33.0,2,1,3.0,3,7,2.0,2.0,6.0,0.0,5.0,0.0,1,1,1,1,0,0,0
698,34.0,2,1,3.0,3,7,2.0,1.0,3.0,0.0,5.0,0.0,1,1,1,1,0,1,1
701,39.0,1,2,2.0,4,5,2.0,1.0,0.0,0.0,5.0,0.0,3,1,1,1,0,1,1
702,70.0,2,2,4.0,1,5,3.0,1.0,0.0,3.0,2.0,0.0,3,1,1,1,1,0,0
704,40.0,2,2,2.0,1,5,3.0,1.0,1.0,4.0,5.0,0.0,3,1,1,1,0,1,0
705,48.0,1,1,2.0,2,5,2.0,1.0,6.0,2.0,3.0,2.0,5,1,0,1,0,1,0
707,57.0,1,1,2.0,1,5,2.0,1.0,2.0,3.0,2.0,0.0,5,1,1,1,0,0,0
709,53.0,1,1,2.0,1,5,1.0,2.0,6.0,2.0,1.0,0.0,5,1,0,1,1,1,1
710,30.0,2,1,2.0,2,5,2.0,1.0,5.0,0.0,1.0,0.0,5,1,0,0,0,1,1
711,64.0,2,1,2.0,0,5,2.0,2.0,2.0,2.0,1.0,0.0,3,2,0,0,1,0,0
712,59.0,2,1,2.0,1,5,3.0,1.0,7.0,4.0,1.0,0.0,3,1,0,1,1,0,0
713,88.0,2,1,3.0,1,5,3.0,1.0,5.0,3.0,2.0,0.0,3,1,0,0,0,0,1
714,61.0,1,2,3.0,3,5,2.0,1.0,0.0,1.0,1.0,0.0,3,1,1,1,1,1,0
717,27.0,2,1,2.0,0,5,3.0,1.0,3.0,0.0,5.0,0.0,3,2,1,1,0,0,0
718,27.0,2,2,2.0,1,5,2.0,1.0,0.0,2.0,5.0,0.0,1,1,1,1,0,1,0
719,21.0,1,2,2.0,1,5,2.0,1.0,0.0,0.0,5.0,1.0,1,1,1,1,0,0,0
721,59.0,2,2,4.0,0,5,2.0,2.0,7.0,7.0,1.0,0.0,1,1,1,1,1,1,1
722,32.0,1,2,1.0,1,5,2.0,1.0,0.0,2.0,4.0,0.0,1,1,0,1,1,1,1
723,37.0,1,3,2.0,0,5,2.0,1.0,3.0,2.0,1.0,0.0,3,2,1,1,0,1,0
724,37.0,1,1,2.0,2,5,1.0,2.0,1.0,2.0,5.0,0.0,3,2,1,1,1,1,1
725,40.0,1,1,2.0,3,5,2.0,2.0,0.0,0.0,5.0,0.0,3,2,1,1,0,1,0
727,26.0,2,1,2.0,1,5,1.0,2.0,1.0,1.0,1.0,0.0,3,2,1,1,0,1,0
728,71.0,1,1,3.0,3,5,3.0,1.0,5.0,0.0,1.0,0.0,3,2,1,0,1,0,0
729,53.0,2,2,2.0,3,5,3.0,1.0,0.0,3.0,3.0,0.0,3,1,0,1,0,1,1
731,53.0,1,1,3.0,3,5,1.0,1.0,5.0,2.0,1.0,1.0,3,1,1,1,0,1,1
733,58.0,2,2,3.0,4,5,2.0,1.0,0.0,2.0,3.0,0.0,3,1,1,1,0,0,1
735,52.0,2,1,3.0,0,5,3.0,1.0,5.0,1.0,3.0,0.0,5,1,1,1,1,0,0
736,48.0,2,1,3.0,1,5,1.0,1.0,6.0,4.0,1.0,0.0,5,1,1,1,0,1,0
737,62.0,2,1,2.0,1,5,1.0,1.0,3.0,2.0,1.0,0.0,5,1,1,0,0,1,0
738,26.0,2,1,3.0,1,5,1.0,1.0,5.0,2.0,5.0,0.0,5,1,1,1,0,1,1
